age,gender,physical_activity_level,diet_type,bmi,caffeine_intake_mg,water_intake_liters,screen_time_hours,daily_steps,calories_burned,resting_heart_rate,deep_sleep_hours,sleep_quality_score,daily_stress_level,sleep_deviation
51,Male,Low,Average,25.3,205.0,2.3,7.7,3907,1967,77.0,1.2,3.5,High,2.5
23,Male,Medium,Healthy,30.6,450.0,3.7,2.8,9407,1904,77.0,1.3,3.7,Low,1.7999999999999998
19,Male,Medium,Average,25.1,350.0,2.5,8.1,10009,1608,64.0,1.8,3.8,Medium,2.0999999999999996
30,Female,Medium,Average,18.2,159.0,2.0,2.0,8008,1037,61.0,2.6,5.8,Low,0.40000000000000036
60,Male,High,Healthy,26.5,170.0,3.2,7.5,12747,2182,61.0,2.4,5.1,Low,0.1999999999999993
60,Female,Medium,Healthy,22.2,352.0,2.1,7.4,6419,1289,64.0,1.1,3.6,Low,1.5999999999999996
65,Female,Medium,Average,28.5,242.0,3.3,3.2,9400,1677,67.0,2.3,5.1,Low,0.5999999999999996
68,Male,Low,Unhealthy,30.9,514.0,1.8,6.3,4266,2080,88.0,1.8,4.4,Medium,1.5
64,Female,Medium,Healthy,28.6,51.0,3.3,6.6,8603,1661,67.0,1.4,5.2,Low,0.7999999999999998
40,Female,High,Average,29.4,571.0,3.0,6.6,18804,2217,66.0,1.7,4.7,Medium,1.0
33,Female,Low,Average,22.3,264.0,3.2,5.5,5524,832,68.0,1.0,4.0,Medium,1.7000000000000002
48,Male,Medium,Average,28.2,104.0,2.4,7.2,5169,1812,71.0,1.5,4.1,Low,0.2999999999999998
28,Female,Low,Average,32.9,0.0,3.0,9.2,5331,1800,76.0,1.8,5.0,Low,1.7999999999999998
33,Female,Medium,Average,22.2,316.0,4.0,6.4,10762,1722,64.0,1.2,3.5,Medium,2.5
25,Female,Medium,Average,32.2,0.0,2.6,6.9,6360,1991,73.0,1.3,4.3,Low,0.5999999999999996
21,Male,High,Average,22.8,253.0,2.2,8.6,16844,1845,50.0,1.2,4.1,Medium,1.0
21,Female,Medium,Average,26.2,29.0,3.0,6.5,8964,1681,60.0,1.4,4.1,Medium,1.0999999999999996
20,Female,Medium,Average,28.6,78.0,3.9,4.8,7798,1786,72.0,2.0,4.6,Low,1.2999999999999998
49,Male,Medium,Healthy,21.2,369.0,1.5,8.5,8262,1501,64.0,1.2,2.2,High,2.4000000000000004
20,Male,Medium,Healthy,26.7,209.0,2.9,10.8,4845,1545,75.0,1.5,3.8,Medium,1.0999999999999996
44,Male,High,Average,22.3,197.0,3.4,4.6,9129,1487,61.0,1.5,4.9,Low,0.3000000000000007
46,Female,Medium,Healthy,19.0,381.0,3.4,6.9,8540,1170,67.0,1.7,4.3,Low,2.0999999999999996
49,Male,High,Average,21.3,293.0,1.8,7.0,13853,1587,50.0,2.0,4.9,Low,0.1999999999999993
67,Male,Low,Average,22.0,79.0,1.5,5.1,4994,1080,66.0,2.2,4.4,Low,0.9000000000000004
68,Female,Medium,Unhealthy,27.1,468.0,2.7,10.8,7435,1543,72.0,1.2,2.8,High,2.3
36,Male,Medium,Average,29.6,0.0,3.1,9.9,8165,2219,69.0,1.5,3.8,Medium,0.9000000000000004
38,Female,Medium,Average,19.1,241.0,1.6,7.9,9901,1368,52.0,1.7,4.4,Low,1.2000000000000002
22,Female,Medium,Average,26.4,76.0,2.7,6.0,3448,1555,74.0,2.3,5.3,Medium,0.09999999999999964
35,Female,Low,Unhealthy,20.3,0.0,1.3,9.4,2625,1114,71.0,2.9,4.9,Medium,0.9000000000000004
45,Female,Low,Average,27.5,29.0,3.3,8.3,3214,1516,72.0,2.1,4.2,Medium,1.7999999999999998
59,Female,Medium,Average,22.5,192.0,2.0,5.9,7682,1459,59.0,1.1,4.3,Low,1.2999999999999998
39,Male,High,Healthy,20.8,252.0,2.4,9.4,9748,1381,62.0,2.1,3.5,Low,1.2999999999999998
38,Female,High,Average,28.2,358.0,3.2,7.9,11274,1979,68.0,1.5,4.8,Medium,0.5
18,Female,High,Average,23.7,241.0,2.9,4.5,15394,1504,58.0,1.2,5.2,Low,0.5999999999999996
22,Male,Low,Average,17.5,133.0,3.3,3.7,1000,954,70.0,1.7,5.5,Low,0.20000000000000018
58,Female,Medium,Unhealthy,28.8,355.0,2.8,9.6,7549,1965,75.0,2.5,4.1,Medium,0.7999999999999998
29,Female,Low,Unhealthy,28.3,107.0,3.7,5.2,3786,1436,80.0,1.4,4.0,Low,1.0
43,Female,High,Average,25.0,0.0,1.1,8.6,11260,1857,60.0,2.8,5.2,Low,0.5999999999999996
63,Male,Medium,Average,18.9,340.0,2.5,12.4,7715,1388,60.0,1.7,2.7,High,2.5999999999999996
51,Male,Medium,Unhealthy,29.8,398.0,2.4,9.0,8785,2153,73.0,1.2,3.0,Medium,2.0999999999999996
66,Female,Medium,Unhealthy,22.3,76.0,2.3,6.0,9430,1864,63.0,1.5,3.6,Medium,2.2
31,Female,Low,Unhealthy,23.2,494.0,2.9,5.1,4151,1442,78.0,1.2,3.7,Low,0.7999999999999998
43,Male,Medium,Average,34.2,287.0,2.7,6.2,9293,2057,75.0,1.1,2.9,Low,1.9000000000000004
62,Female,Medium,Healthy,22.2,265.0,3.2,4.4,8021,1107,63.0,1.5,3.9,Low,1.0999999999999996
44,Female,Low,Healthy,28.0,122.0,1.6,4.1,1000,1635,79.0,2.8,5.9,Low,0.5
43,Female,Medium,Healthy,26.6,0.0,2.2,8.3,5542,1500,67.0,2.2,5.8,Low,0.0
64,Female,Low,Average,26.1,149.0,2.7,5.7,4170,1542,76.0,2.7,6.1,Low,0.0
39,Male,Low,Average,26.5,90.0,2.3,6.4,3670,1266,74.0,2.2,4.2,Low,0.9000000000000004
64,Male,Low,Healthy,26.1,3.0,2.6,8.2,3655,1331,74.0,2.5,5.1,Low,0.9000000000000004
47,Female,Medium,Unhealthy,24.8,329.0,2.1,8.8,6324,1228,68.0,1.5,3.4,Medium,2.0
60,Female,Medium,Average,31.0,251.0,2.7,2.2,7202,1891,80.0,1.4,5.1,Low,0.7999999999999998
43,Female,Medium,Average,28.3,347.0,2.2,4.2,6757,1732,74.0,2.1,4.5,Medium,1.0
53,Female,Medium,Unhealthy,27.8,211.0,2.2,9.1,4494,1640,79.0,1.5,3.8,Medium,0.5999999999999996
18,Male,High,Average,29.5,129.0,4.4,5.8,14837,2070,59.0,1.8,4.4,Low,0.9000000000000004
25,Female,Low,Average,24.6,104.0,3.2,11.5,2085,1629,73.0,1.8,4.0,Low,0.2999999999999998
66,Male,Medium,Healthy,17.5,0.0,3.7,5.8,8055,1487,55.0,2.0,5.2,Low,0.09999999999999964
52,Male,Medium,Average,24.7,374.0,2.9,7.8,9412,1577,64.0,1.2,4.4,Low,1.2000000000000002
69,Male,Low,Average,21.0,357.0,2.6,5.3,5906,1345,67.0,1.9,4.6,Medium,0.7999999999999998
32,Female,Low,Unhealthy,22.1,639.0,2.8,8.2,3517,1528,76.0,1.7,3.4,High,2.0
64,Female,Medium,Healthy,20.0,149.0,3.4,8.3,9249,1134,53.0,1.2,4.0,Low,0.5999999999999996
39,Male,High,Average,23.1,99.0,3.9,9.2,13977,1774,59.0,1.4,3.9,Low,0.09999999999999964
31,Female,Medium,Unhealthy,22.6,0.0,2.7,6.7,4255,1230,63.0,1.3,5.2,Low,0.20000000000000018
43,Male,Medium,Average,17.5,343.0,2.0,10.2,5027,1370,67.0,1.3,2.8,Medium,1.2000000000000002
45,Male,Medium,Average,27.8,309.0,3.2,7.7,9694,1883,76.0,1.1,2.5,Medium,1.2999999999999998
40,Other,Medium,Average,33.9,432.0,1.8,5.4,10315,1760,76.0,1.3,3.0,High,2.5999999999999996
31,Female,Low,Healthy,27.4,62.0,2.8,5.4,1000,1326,73.0,1.5,3.3,Low,0.7999999999999998
41,Male,Low,Healthy,24.2,307.0,3.0,8.8,4500,1670,78.0,1.7,3.6,Low,2.2
19,Female,Medium,Unhealthy,24.8,121.0,2.4,10.2,8537,1759,61.0,1.9,2.6,Medium,2.4000000000000004
62,Male,Medium,Average,23.3,401.0,1.8,4.2,6394,1212,70.0,1.8,5.7,Medium,0.9000000000000004
43,Male,Low,Average,25.4,280.0,2.1,8.9,2811,1186,75.0,1.7,4.4,Medium,0.20000000000000018
31,Female,Low,Average,24.9,0.0,2.2,3.3,2415,1357,71.0,1.5,3.9,Low,2.2
68,Female,Low,Healthy,21.6,180.0,1.7,5.5,1118,1113,67.0,1.1,3.1,Medium,1.7000000000000002
24,Male,Medium,Average,31.7,0.0,2.2,8.2,5892,1769,76.0,2.2,4.4,Low,0.9000000000000004
20,Female,Medium,Average,19.1,25.0,1.3,4.9,9392,1250,55.0,2.0,5.9,Low,0.20000000000000018
64,Female,Low,Unhealthy,27.9,34.0,3.0,10.7,3474,1416,76.0,1.0,2.0,High,1.5
40,Male,Low,Average,24.6,103.0,2.8,8.5,5100,1885,71.0,1.8,4.6,Medium,0.7000000000000002
63,Female,Low,Healthy,32.6,160.0,2.7,4.0,1000,1596,87.0,2.3,5.1,Low,0.3000000000000007
60,Female,Low,Unhealthy,26.4,224.0,2.2,8.6,4659,1374,73.0,1.2,4.2,Medium,1.0999999999999996
62,Female,Low,Average,24.0,196.0,1.8,7.0,1000,1219,74.0,1.1,3.9,Low,2.4000000000000004
35,Female,Medium,Average,25.2,249.0,2.9,9.2,6946,1353,70.0,1.2,2.9,Medium,3.2
55,Male,Medium,Average,20.4,12.0,1.4,8.8,8687,1317,54.0,1.6,3.2,Low,1.4000000000000004
52,Female,Medium,Average,21.9,210.0,2.6,6.8,10606,1507,59.0,2.2,4.0,Medium,1.0999999999999996
68,Female,Low,Healthy,17.9,415.0,2.0,6.1,1931,1058,70.0,2.2,4.4,Low,1.2000000000000002
32,Male,Low,Average,21.3,175.0,3.9,4.1,6080,1370,62.0,1.5,4.1,Low,0.5999999999999996
42,Female,Low,Healthy,25.4,274.0,2.9,7.5,4657,1253,77.0,1.9,3.1,Medium,1.7999999999999998
54,Female,High,Unhealthy,26.2,260.0,2.5,9.0,10991,1871,67.0,1.3,4.4,Low,0.7000000000000002
45,Female,High,Healthy,17.5,329.0,1.6,12.2,16978,1732,50.0,1.5,2.1,Medium,1.5
27,Male,Low,Unhealthy,24.5,243.0,1.4,5.9,7454,1307,62.0,1.6,5.1,Medium,1.0
56,Male,Medium,Average,27.3,326.0,2.9,9.1,7329,1502,70.0,2.1,3.7,Medium,1.5
34,Female,Low,Healthy,24.3,276.0,3.9,8.9,3372,1314,74.0,1.0,3.3,Low,1.9000000000000004
56,Male,Low,Average,22.5,298.0,2.8,5.8,2571,1271,75.0,1.6,5.2,Low,1.5
39,Female,Medium,Healthy,23.4,266.0,2.6,8.8,11676,1688,62.0,1.9,4.9,Medium,0.09999999999999964
43,Male,Low,Healthy,22.8,48.0,2.7,5.0,2905,1247,69.0,2.2,4.9,Low,0.0
42,Male,Medium,Unhealthy,25.7,147.0,2.7,6.5,6751,1757,68.0,1.2,3.1,Low,0.9000000000000004
34,Male,Medium,Healthy,34.2,432.0,2.0,8.1,6775,1782,82.0,2.1,4.0,Medium,1.9000000000000004
30,Female,High,Unhealthy,22.0,174.0,1.7,8.3,12264,1860,61.0,2.1,5.0,Low,0.5999999999999996
37,Male,Medium,Healthy,23.7,246.0,2.6,5.7,6422,1675,71.0,2.1,4.4,Low,0.9000000000000004
42,Male,Medium,Average,24.8,0.0,3.7,7.0,6568,1280,66.0,1.5,3.4,Low,1.2999999999999998
21,Male,Medium,Unhealthy,22.3,229.0,3.1,6.7,8286,1516,60.0,2.4,4.0,Low,0.9000000000000004
27,Female,Low,Unhealthy,29.4,212.0,1.5,4.3,6024,1983,71.0,1.6,4.6,Medium,0.7000000000000002
20,Male,Medium,Healthy,17.5,0.0,2.3,6.1,6016,1233,56.0,2.1,3.5,Low,1.0999999999999996
58,Female,High,Average,22.9,243.0,3.1,5.6,10091,1209,60.0,2.5,4.3,Medium,0.09999999999999964
62,Female,Medium,Healthy,28.3,0.0,3.7,4.2,8652,1753,62.0,2.0,4.4,Low,1.0
35,Female,High,Average,23.8,91.0,3.9,5.0,15598,1980,52.0,2.1,4.5,Low,1.0
53,Female,Low,Average,26.8,223.0,3.2,7.1,6113,1557,72.0,1.1,3.2,Medium,1.9000000000000004
64,Female,Low,Average,28.6,132.0,2.7,3.9,1622,1161,81.0,2.0,4.8,Low,0.20000000000000018
39,Male,Medium,Healthy,25.8,119.0,2.4,10.0,4004,1887,73.0,1.8,4.9,Low,0.09999999999999964
51,Male,Medium,Healthy,21.8,137.0,2.5,8.5,9130,1430,54.0,2.5,4.9,Low,0.2999999999999998
64,Male,Medium,Healthy,26.8,224.0,2.6,6.8,9077,1991,62.0,1.2,4.5,Low,1.5999999999999996
25,Female,High,Unhealthy,23.4,19.0,3.4,4.0,18445,1856,50.0,2.1,5.0,Low,0.5
57,Other,Medium,Healthy,28.0,368.0,1.4,6.5,8785,1861,70.0,1.5,3.5,Low,0.5999999999999996
66,Female,Medium,Average,30.9,27.0,2.9,6.3,6874,1682,68.0,1.4,4.0,Low,0.5
61,Male,Medium,Average,17.5,0.0,3.7,4.3,10078,1144,50.0,1.2,3.3,Low,1.7999999999999998
36,Female,Low,Average,25.4,348.0,3.6,4.1,2433,1729,76.0,1.5,4.7,Low,0.5999999999999996
59,Male,Medium,Average,18.1,134.0,3.0,8.9,12013,1573,51.0,2.1,4.0,Low,1.4000000000000004
58,Male,Low,Average,34.8,210.0,1.9,6.2,4408,1910,83.0,2.4,4.1,Low,1.0
54,Male,Low,Average,23.1,298.0,3.1,9.2,2894,1457,70.0,1.7,3.6,Medium,1.4000000000000004
23,Male,Medium,Average,28.0,92.0,3.6,7.0,6226,1513,68.0,1.3,4.3,Low,0.7000000000000002
69,Female,High,Unhealthy,24.9,220.0,2.1,8.9,14585,1828,56.0,2.7,4.7,Medium,0.8000000000000007
43,Male,Medium,Unhealthy,21.8,297.0,2.8,8.8,7840,1424,62.0,1.3,5.7,Low,0.2999999999999998
62,Female,Medium,Healthy,31.3,123.0,2.0,10.0,5379,1602,78.0,2.4,4.1,Medium,0.9000000000000004
23,Female,Low,Average,28.8,130.0,2.2,7.3,3757,1212,77.0,1.1,2.8,Low,2.3
54,Female,High,Average,32.8,284.0,2.6,3.3,16480,2105,62.0,2.3,5.1,Low,0.6999999999999993
50,Male,Medium,Average,25.2,231.0,1.8,3.7,6490,1885,71.0,2.7,5.3,Low,0.09999999999999964
39,Female,Low,Average,26.2,179.0,1.6,5.4,4384,1129,74.0,1.9,4.0,Low,1.5
38,Female,Medium,Average,23.9,438.0,1.8,8.9,10237,1597,71.0,1.9,3.8,Medium,1.9000000000000004
23,Male,Low,Average,23.9,0.0,2.8,6.0,4945,1423,72.0,1.6,4.8,Low,0.09999999999999964
23,Female,Low,Healthy,20.8,0.0,1.3,7.5,2184,1077,70.0,2.3,3.9,Low,0.9000000000000004
65,Male,Low,Average,25.3,0.0,0.7,8.3,4482,1619,67.0,1.4,3.9,Medium,1.2999999999999998
21,Male,Low,Healthy,21.8,380.0,3.6,7.4,6197,1282,67.0,1.6,3.9,Medium,1.5
47,Female,Medium,Average,26.8,277.0,1.7,2.0,8994,1890,68.0,2.1,6.4,Low,0.40000000000000036
28,Female,Medium,Healthy,25.7,0.0,2.3,4.0,10360,1809,58.0,1.6,5.3,Low,1.5999999999999996
47,Male,Medium,Healthy,26.2,181.0,3.2,11.4,9960,1437,71.0,1.8,3.4,Medium,2.2
48,Female,Medium,Healthy,31.7,195.0,1.3,7.8,5723,2046,81.0,1.5,4.0,Low,1.7000000000000002
41,Female,Medium,Unhealthy,24.8,0.0,1.3,2.0,11560,1639,59.0,2.9,6.2,Low,1.3000000000000007
26,Female,Low,Average,28.0,228.0,2.0,7.2,5880,1276,76.0,2.6,5.0,Medium,0.09999999999999964
48,Male,Medium,Average,29.6,27.0,2.5,7.1,7744,2115,68.0,1.5,4.7,Low,0.09999999999999964
57,Female,Medium,Average,23.8,232.0,2.3,2.4,7821,1721,68.0,2.4,6.5,Low,0.0
53,Male,High,Healthy,19.7,346.0,3.6,2.9,10895,1610,55.0,2.4,5.3,Low,0.40000000000000036
41,Female,Medium,Average,27.0,276.0,4.9,3.9,8298,1542,77.0,2.0,5.3,Low,0.5999999999999996
48,Male,Low,Healthy,26.1,187.0,2.4,3.4,3620,1118,72.0,1.9,4.4,Low,0.7999999999999998
23,Male,Low,Average,25.1,0.0,3.7,11.3,1769,1202,77.0,1.0,1.9,Medium,2.5
19,Male,High,Healthy,29.1,134.0,3.3,8.8,15050,1791,59.0,1.9,3.8,Low,0.5999999999999996
37,Female,Medium,Average,20.2,166.0,2.7,10.5,9021,1368,62.0,1.4,4.0,Medium,1.2000000000000002
45,Male,High,Average,31.5,155.0,0.7,3.7,14897,2556,63.0,1.9,5.0,Low,0.2999999999999998
28,Female,Medium,Healthy,28.6,0.0,2.2,7.5,8580,1788,62.0,1.9,3.3,Low,1.7999999999999998
21,Male,High,Unhealthy,24.7,265.0,2.2,4.5,15223,1936,60.0,1.6,4.3,Low,0.20000000000000018
32,Male,High,Unhealthy,24.4,22.0,2.8,4.7,14499,1599,57.0,2.2,3.9,Low,0.7999999999999998
23,Male,Medium,Healthy,26.9,431.0,2.3,8.2,8698,1584,72.0,2.0,3.7,Medium,1.7000000000000002
66,Female,Low,Unhealthy,31.1,222.0,2.0,7.4,4758,1854,82.0,2.1,3.8,High,1.5999999999999996
47,Male,Medium,Average,25.4,346.0,4.1,7.7,6829,1529,70.0,1.2,4.0,Medium,0.7000000000000002
55,Male,High,Average,25.6,343.0,3.5,3.9,10201,1543,67.0,0.9,4.1,Low,1.7999999999999998
68,Female,High,Healthy,25.1,511.0,0.9,7.3,14957,2053,66.0,1.6,3.1,Medium,2.2
19,Female,Low,Healthy,32.1,227.0,2.3,7.9,4227,1802,82.0,1.1,3.5,Medium,1.2000000000000002
32,Male,Medium,Unhealthy,23.5,141.0,3.0,5.3,8906,1942,64.0,1.7,5.0,Low,0.7999999999999998
28,Male,High,Unhealthy,24.9,144.0,3.6,6.3,17414,2073,54.0,2.4,4.5,Medium,0.5999999999999996
25,Female,Medium,Average,30.9,424.0,2.2,2.9,7930,1635,83.0,1.5,4.1,Medium,0.7999999999999998
43,Male,High,Unhealthy,25.6,1.0,2.3,2.0,13600,1847,58.0,1.7,5.8,Low,0.40000000000000036
68,Male,High,Average,29.5,68.0,2.6,12.0,15404,1850,59.0,2.1,4.6,Low,0.20000000000000018
62,Female,High,Healthy,21.4,235.0,3.0,7.5,10938,1908,58.0,2.6,5.3,Low,0.5999999999999996
61,Female,Low,Average,24.2,177.0,1.3,6.1,4062,1174,72.0,1.4,4.5,Medium,0.40000000000000036
22,Female,Low,Healthy,30.9,345.0,0.9,9.0,3846,1921,79.0,1.9,2.9,Medium,2.5
23,Male,Low,Average,22.3,0.0,3.5,4.8,5314,1518,64.0,2.4,5.6,Low,0.8000000000000007
43,Male,High,Unhealthy,24.4,189.0,1.7,7.3,12624,1588,55.0,2.2,4.6,Low,0.5999999999999996
36,Male,Low,Average,21.0,39.0,1.8,4.2,3766,1251,67.0,1.5,3.5,Low,2.5
37,Female,Medium,Average,23.3,331.0,2.4,5.8,3025,1452,73.0,1.1,4.2,Low,1.7000000000000002
50,Female,Medium,Healthy,25.5,186.0,2.8,3.5,6943,1588,73.0,1.9,5.8,Low,0.20000000000000018
29,Female,Medium,Average,31.2,144.0,2.2,9.9,7755,1983,72.0,1.4,3.1,Medium,1.7999999999999998
64,Female,Low,Unhealthy,21.6,46.0,1.8,9.1,6008,1134,62.0,1.3,4.0,Medium,0.09999999999999964
18,Male,High,Average,25.4,329.0,1.6,6.3,16889,1484,60.0,2.0,4.2,Medium,2.0999999999999996
43,Male,Low,Average,27.7,354.0,2.8,8.0,1200,1551,82.0,1.1,3.0,Medium,2.0999999999999996
31,Female,Medium,Average,31.1,452.0,2.7,8.1,9519,2010,78.0,1.5,3.7,Low,1.2000000000000002
55,Male,Low,Healthy,27.9,265.0,1.6,8.8,4842,1675,75.0,1.5,2.1,Medium,2.0999999999999996
54,Other,Low,Average,26.2,149.0,1.4,10.7,3860,1728,66.0,2.2,4.5,Medium,1.2000000000000002
28,Male,Low,Healthy,27.7,129.0,3.3,4.3,1000,1600,77.0,1.2,3.4,Low,0.9000000000000004
53,Female,Medium,Average,27.7,273.0,2.0,2.3,9565,2026,73.0,1.9,4.0,Low,1.2000000000000002
30,Male,Medium,Average,21.3,230.0,1.1,4.4,7141,1507,65.0,1.5,3.3,Low,1.7000000000000002
20,Male,Low,Unhealthy,30.8,160.0,2.2,8.0,2548,1396,84.0,2.8,5.9,Low,0.6999999999999993
50,Male,High,Average,24.2,375.0,4.1,5.6,11773,1989,66.0,1.3,4.5,Medium,1.2999999999999998
23,Male,Low,Healthy,25.5,135.0,2.1,6.3,5404,1449,74.0,2.0,4.3,Low,0.7999999999999998
67,Female,Low,Average,24.0,402.0,2.3,4.9,6434,1336,71.0,1.8,3.8,Medium,0.9000000000000004
27,Male,Medium,Unhealthy,17.5,227.0,2.7,6.7,7145,1288,64.0,2.4,5.7,Low,1.0
22,Female,High,Healthy,25.1,144.0,2.0,5.3,18538,1629,52.0,2.9,5.7,Low,0.9000000000000004
40,Female,Low,Average,26.2,82.0,2.9,11.1,3356,1296,74.0,1.1,2.8,Medium,2.7
27,Male,High,Average,23.0,176.0,1.7,10.3,12677,1531,50.0,1.6,3.3,Medium,0.5
61,Female,Medium,Average,20.4,275.0,2.3,8.8,5164,1095,68.0,2.1,4.1,Medium,0.7999999999999998
19,Male,Medium,Healthy,21.5,143.0,2.8,7.1,8994,1821,62.0,2.0,5.1,Low,0.0
30,Female,Low,Average,28.1,327.0,3.4,9.8,3706,1536,80.0,1.4,3.2,Medium,2.9000000000000004
57,Female,Medium,Unhealthy,32.9,135.0,2.0,7.2,7721,1826,79.0,2.1,5.0,Low,1.0999999999999996
19,Male,Low,Unhealthy,30.5,181.0,2.0,7.4,3430,1652,83.0,1.5,4.5,Medium,1.4000000000000004
18,Male,Low,Average,28.4,283.0,2.1,7.7,4938,1236,77.0,1.5,4.1,Low,1.7000000000000002
54,Other,Medium,Healthy,22.3,159.0,2.5,3.8,7877,1452,62.0,1.1,4.8,Low,1.0
26,Male,High,Average,22.7,436.0,3.9,6.0,16424,1701,55.0,1.9,3.4,Medium,2.0999999999999996
34,Female,Medium,Healthy,23.2,305.0,2.6,7.4,6111,1458,70.0,1.6,4.5,Low,0.7999999999999998
26,Male,Low,Healthy,27.8,212.0,2.3,4.8,4358,1335,76.0,1.6,4.3,Low,1.0
28,Female,Medium,Average,28.8,383.0,2.4,8.2,12274,1895,62.0,1.9,4.1,Medium,1.7999999999999998
32,Male,Medium,Healthy,24.6,260.0,1.9,9.6,6577,1465,69.0,1.2,3.4,Medium,1.7999999999999998
41,Female,Low,Average,24.7,351.0,2.9,4.8,3273,1111,77.0,1.2,4.5,Medium,1.5
55,Female,Medium,Unhealthy,26.9,70.0,1.8,7.3,7007,1998,68.0,2.6,5.3,Low,0.20000000000000018
52,Female,Low,Unhealthy,27.3,269.0,3.1,3.9,2436,1545,79.0,2.5,5.1,Medium,0.5
47,Male,Medium,Healthy,29.7,275.0,2.5,4.1,11315,2121,66.0,1.7,4.0,Medium,2.5999999999999996
48,Male,Medium,Average,19.9,0.0,2.7,7.8,3392,1059,59.0,1.1,2.8,Low,2.0
66,Male,Low,Average,25.1,425.0,3.9,8.8,2166,1384,78.0,1.5,3.5,Medium,3.2
22,Female,Low,Average,20.7,25.0,1.3,3.2,4702,982,57.0,1.9,4.7,Low,2.3
61,Male,Low,Unhealthy,24.8,5.0,2.5,12.1,2904,1228,70.0,2.4,3.5,Medium,0.40000000000000036
67,Female,High,Average,24.1,0.0,3.0,5.8,13908,1581,50.0,1.9,5.3,Low,0.40000000000000036
28,Female,Low,Average,21.8,0.0,3.3,5.7,4745,1621,62.0,1.6,4.7,Medium,0.9000000000000004
26,Female,Medium,Average,19.1,122.0,2.1,6.3,8163,1462,52.0,1.2,4.6,Low,0.20000000000000018
51,Female,Low,Average,17.5,325.0,2.7,10.8,3416,1373,64.0,1.7,3.8,Medium,1.2999999999999998
29,Male,Medium,Average,24.5,228.0,2.4,10.8,8258,1714,67.0,0.7,2.0,Medium,3.2
52,Male,Medium,Healthy,23.3,106.0,2.6,2.9,7643,1554,65.0,2.2,5.3,Low,0.40000000000000036
52,Male,High,Healthy,22.3,0.0,2.6,5.6,19083,1693,50.0,1.8,4.5,Low,0.5
18,Male,Low,Healthy,30.3,183.0,2.5,14.0,3136,1705,81.0,1.4,2.4,Medium,1.5
57,Female,Medium,Healthy,21.6,328.0,2.1,5.9,9110,1349,63.0,1.3,4.0,Low,1.5999999999999996
46,Female,High,Average,31.5,468.0,2.8,9.8,10035,1704,74.0,1.7,4.2,Medium,1.2000000000000002
25,Male,Medium,Average,17.5,101.0,2.5,9.1,5774,1084,59.0,1.7,3.8,Medium,0.09999999999999964
28,Female,Medium,Average,25.4,2.0,1.9,2.0,11861,1747,55.0,1.9,4.5,Low,1.2000000000000002
58,Female,Medium,Average,23.4,246.0,2.8,7.8,6645,1793,72.0,1.9,3.8,Medium,1.0999999999999996
54,Female,Medium,Unhealthy,17.5,231.0,2.1,11.4,8024,991,56.0,1.6,3.8,Low,0.5999999999999996
31,Male,High,Average,19.2,199.0,3.7,7.1,13478,1732,52.0,1.8,3.1,Low,2.7
47,Male,High,Average,28.1,88.0,4.5,4.4,13885,2125,56.0,2.2,5.3,Low,0.9000000000000004
52,Male,Medium,Unhealthy,33.1,0.0,3.6,4.4,7255,1894,73.0,2.2,4.4,Medium,0.5
22,Male,Low,Average,24.9,242.0,2.3,14.0,3664,1394,77.0,1.4,1.5,High,2.9000000000000004
36,Male,Low,Average,31.7,344.0,1.0,6.3,1043,1777,88.0,2.2,4.4,Medium,1.2999999999999998
31,Female,Medium,Healthy,33.6,251.0,1.7,8.4,7767,2499,81.0,1.4,3.0,Low,2.0999999999999996
43,Female,Low,Unhealthy,22.7,310.0,2.0,3.1,4502,1507,71.0,1.1,3.4,Medium,1.9000000000000004
42,Female,Medium,Unhealthy,17.5,203.0,2.7,5.8,10295,1571,57.0,2.7,5.5,Low,0.0
62,Other,Medium,Average,30.3,204.0,2.0,8.1,7245,1520,76.0,1.6,3.2,Low,1.9000000000000004
59,Female,Medium,Average,24.8,0.0,1.0,6.8,9681,1546,63.0,2.4,5.7,Medium,0.40000000000000036
42,Male,Medium,Healthy,25.7,101.0,4.4,7.1,5697,1526,70.0,2.1,4.1,Low,1.4000000000000004
35,Female,Medium,Average,17.8,107.0,2.9,6.3,6965,960,56.0,1.1,2.9,Low,2.2
57,Female,Low,Average,22.0,183.0,3.2,6.9,6431,1249,61.0,1.6,3.9,Medium,1.7000000000000002
25,Male,Medium,Average,23.8,60.0,2.1,6.3,8364,1193,59.0,1.1,4.6,Low,1.2999999999999998
56,Female,Medium,Unhealthy,25.8,340.0,2.4,3.6,8465,1372,71.0,1.2,3.8,Medium,1.0
57,Female,Low,Average,23.4,67.0,2.2,3.3,3732,1270,72.0,1.8,5.1,Medium,0.40000000000000036
31,Female,Medium,Average,20.9,365.0,2.6,10.4,11737,1326,61.0,0.9,2.2,Medium,2.8
68,Female,High,Healthy,29.8,109.0,1.5,6.4,18454,2281,53.0,1.7,4.7,Low,0.8000000000000007
55,Female,Medium,Average,26.0,98.0,2.5,10.0,6816,1644,68.0,2.0,4.0,Low,1.2000000000000002
50,Male,High,Average,27.4,125.0,2.8,6.3,11083,1712,65.0,1.3,4.6,Low,0.20000000000000018
40,Female,Medium,Average,21.4,376.0,2.4,9.2,6469,1545,68.0,1.7,3.7,Medium,2.4000000000000004
